ID,Title,First_Name,Middle_Name,Other_Name,Last_Name,Maiden_Name,Servant,Servant_type,Age,Orig_Addr,Class,Survived,Survived_text,Boarded,Dest_Addr,Lifeboat,Body,latitude,longitude
'678','Mr.','Tannous','','','Betros','','0','','20','Zgharta, Lebanon','Third','0','Died','Cherbourg','Waterbury, Connecticut, USA','','',34.399605,35.89213
'679','Mr.','Lee','','','Bing','','0','','32','Hong Kong, China','Third','1','Survived','Southampton','New York City, New York, USA','C','',22.3581,114.138443
'680','Mr.','Hans','Martin Monsen','','Birkeland','','0','','21','Bremnes, Norway','Third','0','Died','Southampton','New York City, New York, USA','','',68.838867,15.38475
'681','Mr.','Ernst','Herbert','','Björklund','','0','','18','Stockholm, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',59.33228,18.06284
'682','Mr.','Guentcho','','','Bostandyeff','','0','','26','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'683','Master','Akar','','','Boulos','','0','','9','Unknown','Third','0','Died','Cherbourg','Kent, British Columbia, Canada','','',40.917992,-122.238831
'684','Miss','Nourelain','','','Boulos','','0','','7','Unknown','Third','0','Died','Cherbourg','Kent, British Columbia, Canada','','',40.917992,-122.238831
'685','Mrs.','Sultana','','','Boulos','Rizq','0','','40','Unknown','Third','0','Died','Cherbourg','Kent, British Columbia, Canada','','',40.917992,-122.238831
'686','Miss','Mary','','','Bourke','','0','','40','Mayo, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',52.84557,-7.089134
'687','Mr.','John','','','Bourke','','0','','42','Mayo, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',52.84557,-7.089134
'688','Mrs.','Catherine','','','Bourke','McHugh','0','','32','Mayo, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',52.84557,-7.089134
'689','Mr.','David','John','Dai','Bowen','','0','','26','Treherbert, Glamorgan, Wales','Third','0','Died','Southampton','New York City, New York, USA','','',51.67424,-3.53537
'690','Miss','Bridget','Delia','','Bradley','','0','','22','Kingwilliamstown, Cork, Ireland','Third','1','Survived','Queenstown','Glen Falls, New York, USA','12','',52.179562,-9.23364
'691','Miss','Elin','Ester Maria','','Braf','','0','','20','Småland, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',58.041045,14.333859
'692','Mr.','Lewis','Richard','','Braund','','0','','29','Bridgerule, England','Third','0','Died','Southampton','Qu'Appelle Valley, Saskatchewan, Canada','','',50.799019,-4.44719
'693','Mr.','Owen','Harris','','Braund','','0','','22','Bridgerule, England','Third','0','Died','Southampton','Qu'Appelle Valley, Saskatchewan, Canada','','',50.799019,-4.44719
'694','Mr.','Karl','Rudolf','','Brobeck','','0','','22','Norrköping, Östergötland, Sweden','Third','0','Died','Southampton','Worcester, Massachusetts, USA','','',58.584419,16.192459
'695','Mr.','William','Alfred','','Brocklebank','','0','','35','Broomfield, Essex, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.769932,0.46913
'696','Miss','Katherine','','','Buckley','','0','','22','Ovens, Cork, Ireland','Third','0','Died','Queenstown','Roxbury, Massachusetts, USA','','299MB',51.881161,-8.63983
'697','Mr.','Daniel','','','Buckley','','0','','21','Kingwilliamstown, Cork, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','12','',52.179562,-9.23364
'698','Mr.','Jeremiah','','','Burke','','0','','19','Glanmire, Cork, Ireland','Third','0','Died','Queenstown','Charlestown, USA','','',51.918459,-8.395242
'699','Miss','Mary','Delia','','Burns','','0','','17','Kilmacowen, Sligo, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',54.22913,-8.521862
'700','Miss','Manda','','','Cacic','','0','','21','Kula, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',45.381371,17.899361
'701','Miss','Marija','','','Cacic','','0','','30','Kula, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',45.381371,17.899361
'702','Mr.','Jego','Grga','','Cacic','','0','','18','Kula, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',45.381371,17.899361
'703','Mr.','Luka','','','Cacic','','0','','38','Kula, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',45.381371,17.899361
'704','Mr.','Jovo','','','Calic','','0','','17','Brezik, Croatia','Third','0','Died','Southampton','Sault Ste. Marie, Michigan, USA','','',45.863522,17.40778
'705','Mr.','Petar','','','Calic','','0','','17','Brezik, Croatia','Third','0','Died','Southampton','Sault Ste. Marie, Michigan, USA','','',45.863522,17.40778
'706','Miss','Mary','','','Canavan','','0','','22','Clare, Ireland','Third','0','Died','Queenstown','Philadelphia, Pennsylvania, USA','','',53.465592,-7.649442
'707','Mr.','Patrick','','Peter','Canavan','','0','','21','Knockmaria, Mayo, Ireland','Third','0','Died','Queenstown','Philadelphia, Pennsylvania, USA','','',54.030314,-9.290402
'708','Mr.','Ernest','Charles','','Cann','','0','','21','Penwithick, Cornwall, England','Third','0','Died','Southampton','New York City, New York, USA','','',50.370998,-4.78044
'709','Mr.','Joseph','','','Caram','','0','','28','Kfar Mechi, Syria','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','28MB',33.515983,35.765824
'710','Mrs.','Maria','','','Caram','Elias','0','','18','Kfar Mechi, Syria','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.515983,35.765824
'711','Mr.','August','Sigfrid','','Carlsson','','0','','24','Dagsås, Halland, Sweden','Third','0','Died','Southampton','Fower, Minnesota, USA','','',57.06638,12.48751
'712','Mr.','Carl','Robert','','Carlsson','','0','','24','Göteborg, Västergötland, Sweden','Third','0','Died','Southampton','Huntley, Illinois, USA','','',57.701328,11.96689
'713','Miss','Jane','','','Carr','','0','','47','Aclare, Sligo, Ireland','Third','0','Died','Queenstown','Hartford, Connecticut, USA','','',54.036688,-8.909196
'714','Mr.','Alfred','John','','Carver','','0','','28','Southampton, Hampshire, England','Third','0','Died','Southampton','New York City, New York, USA','','',50.90994,-1.407319
'715','Mr.','Francesco','','','Celotti','','0','','24','Unknown','Third','0','Died','Southampton','New York City, New York, USA','','',40.917992,-122.238831
'716','Mr.','David','','','Charters','','0','','28','Ballinalee, Longford, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.77515,-7.65438
'717','Mr.','Emir','Fares','','Chehab','','0','','25','Hadath, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',34.25,35.929444
'718','Mr.','Chang','','','Chip','','0','','32','Hong Kong, China','Third','1','Survived','Southampton','New York City, New York, USA','C','',22.3581,114.138443
'719','Mr.','Emil','','','Christmann','','0','','29','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'720','Mr.','Apostolos','','','Chronopoulos','','0','','26','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','',40.917992,-122.238831
'721','Mr.','Dimitrios','','','Chronopoulos','','0','','18','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','',40.917992,-122.238831
'722','Mr.','Domingos','Fernandeo','','Coelho','','0','','20','Funchal, Madeira Islands, Portugal','Third','0','Died','Southampton','New York City, New York, USA','','',32.646881,-16.908911
'723','Mr.','Gurshon','','Gus','Cohen','','0','','18','London, England','Third','1','Survived','Southampton','Brooklyn, New York, USA','11','',51.506325,-0.127144
'724','Mr.','Patrick','','','Colbert','','0','','24','Limerick, Ireland','Third','0','Died','Queenstown','Sherbrooke, Quebec, Canada','','',52.660985,-8.632589
'725','Mr.','Satio','','','Coleff','','0','','24','Debnevo, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',42.950001,24.85
'726','Mr.','Peju','','','Coltcheff','','0','','36','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'727','Mr.','Thomas','Henry','','Conlon','','0','','31','Philadelphia, Pennsylvania, USA','Third','0','Died','Queenstown','Philadelphia, Pennsylvania, USA','','',39.95228,-75.162454
'728','Mr.','Michael','','','Connaghton','','0','','31','Brooklyn, New York, USA','Third','0','Died','Queenstown','Brooklyn, New York, USA','','',40.692455,-73.990364
'729','Miss','Kate','','','Connolly','','0','','35','Bank Place, Tipperary, Ireland','Third','0','Died','Queenstown','Dobbs Ferry, New York, USA','','',52.474265,-8.156679
'730','Miss','Katherine','','Kate','Connolly','','0','','22','Cortrasna, Cavan, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','12','',54.062568,-7.237251
'731','Mr.','Michael','','','Connolly','','0','','31','Brooklyn, New York, USA','Third','0','Died','Queenstown','Brooklyn, New York, USA','','',40.692455,-73.990364
'732','Mr.','Patrick','','','Connors','','0','','61','Charleville, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','171MB',52.354164,-8.682404
'733','Mr.','Jacob','','','Cook','','0','','43','Unknown','Third','0','Died','Southampton','New York City, New York, USA','','',40.917992,-122.238831
'734','Mr.','Bartol','','','Cor','','0','','35','Kricina, Croatia','Third','0','Died','Southampton','Great Falls, Montana, USA','','',45.179169,14.73917
'735','Mr.','Ivan','','','Cor','','0','','27','Kricina, Croatia','Third','0','Died','Southampton','Great Falls, Montana, USA','','',45.179169,14.73917
'736','Mr.','Liudevit','','','Cor','','0','','19','Kricina, Croatia','Third','0','Died','Southampton','Great Falls, Montana, USA','','',45.179169,14.73917
'737','Mr.','Harry','','','Corn','','0','','30','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'738','Miss','Helen','','','Corr','','0','','16','Corglass, Longford, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','16','',53.91432,-7.690894
'739','Master','Neville','Leslie','','Coutts','','0','','3','London, England','Third','1','Survived','Southampton','Brooklyn, New York, USA','2','',51.506325,-0.127144
'740','Master','William','Loch','Willie','Coutts','','0','','9','London, England','Third','1','Survived','Southampton','Brooklyn, New York, USA','2','',51.506325,-0.127144
'741','Mrs.','Winnie','','','Coutts','Trainer','0','','36','London, England','Third','1','Survived','Southampton','Brooklyn, New York, USA','2','',51.506325,-0.127144
'742','Mr.','Daniel','','','Coxon','','0','','59','London, England','Third','0','Died','Southampton','Merrill, Wisconsin, USA','','',51.506325,-0.127144
'743','Mr.','Ernest','James','','Crease','','0','','19','Bristol, Avon, England','Third','0','Died','Southampton','Cleveland, Ohio, USA','','',51.45373,-2.591564
'744','Miss','Laura','Mae','','Cribb','','0','','16','Bournemouth, Dorset, England','Third','1','Survived','Southampton','Newark, New Jersey, USA','11','',50.720405,-1.880916
'745','Mr.','John','Hatfield','','Cribb','','0','','44','Bournemouth, Dorset, England','Third','0','Died','Southampton','Newark, New Jersey, USA','','',50.720405,-1.880916
'746','Mr.','Jeso','','','Culumovic','','0','','17','Lipova Glavica, Croatia','Third','0','Died','Southampton','Hammond, Indiana, USA','','',45.451129,15.314704
'747','Mr.','Tannous','','','Daher','','0','','28','Beirut, Lebanon','Third','0','Died','Cherbourg','Youngstown, Ohio, USA','','',33.89275,35.485271
'748','Mr.','Charles','Edward','','Dahl','','0','','45','Adelaide, Australia','Third','1','Survived','Southampton','Fingal, North Dakota, USA','14','',-34.926102,138.599884
'749','Miss','Gerda','Ulrika','','Dahlberg','','0','','22','Stockholm, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',59.33228,18.06284
'750','Mr.','Branko','','','Dakic','','0','','19','Unknown','Third','0','Died','Southampton','New York City, New York, USA','','',40.917992,-122.238831
'751','Miss','Margaret','Marcella','Maggie','Daly','','0','','30','Athlone, Westmeath, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','14','',53.423267,-7.937107
'752','Mr.','Eugene','Patrick','','Daly','','0','','29','Athlone, Westmeath, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','B','',53.423267,-7.937107
'753','Master','Gilbert','Sigvard Emanuel','','Danbom','','0','','4mths','Göteborg, Västergötland, Sweden','Third','0','Died','Southampton','Stanton, Iowa, USA','','',57.701328,11.96689
'754','Mr.','Ernst','Gilbert','','Danbom','','0','','34','Göteborg, Västergötland, Sweden','Third','0','Died','Southampton','Stanton, Iowa, USA','','197MB',57.701328,11.96689
'755','Mrs.','Anna','Sigrid Maria','','Danbom','Brogren','0','','28','Göteborg, Västergötland, Sweden','Third','0','Died','Southampton','Stanton, Iowa, USA','','',57.701328,11.96689
'756','Mr.','Yoto','','','Danoff','','0','','27','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'757','Mr.','Ristiu','','','Dantcheff','','0','','25','Terziysko, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',42.900002,24.6
'758','Mr.','Alfred','J.','','Davies','','0','','24','West Bromwich, Staffordshire, England','Third','0','Died','Southampton','Pontiac, Michigan, USA','','',52.518625,-1.990224
'759','Mr.','Evan','','','Davies','','0','','22','Pontardawe, West Glamorgan, Wales','Third','0','Died','Southampton','Pontiac, Michigan, USA','','',51.718151,-3.85093
'760','Mr.','John','Samuel','','Davies','','0','','21','West Bromwich, Staffordshire, England','Third','0','Died','Southampton','Pontiac, Michigan, USA','','',52.518625,-1.990224
'761','Mr.','Joseph','','','Davies','','0','','17','West Bromwich, Staffordshire, England','Third','0','Died','Southampton','Pontiac, Michigan, USA','','',52.518625,-1.990224
'762','Mr.','Thomas','Henry','Harry','Davison','','0','','32','Liverpool, Merseyside, England','Third','0','Died','Southampton','Bedford, Indiana, USA','','',53.409773,-2.978481
'763','Mrs.','Mary','E.','','Davison','Finck','0','','34','Liverpool, Merseyside, England','Third','1','Survived','Southampton','Bedford, Indiana, USA','16','',53.409773,-2.978481
'764','Mr.','Guillaume','Joseph','','De Messemaeker','','0','','36','Tampico, Montana, USA','Third','1','Survived','Southampton','Tampico, Montana, USA','15','',48.304661,-106.822388
'765','Mrs.','Anna','','','De Messemaeker','de Becker','0','','36','Tampico, Montana, USA','Third','1','Survived','Southampton','Tampico, Montana, USA','13','',48.304661,-106.822388
'766','Mr.','Theodoor','','','de Mulder','','0','','36','Aspelare, East Flanders, Belgium','Third','1','Survived','Southampton','Detroit, Michigan, USA','11','',50.84201,3.95707
'767','Mr.','Alfons','','','de Pelsmaeker','','0','','16','Heldergem Haaltert, East Flanders, Belgium','Third','0','Died','Southampton','Gladstone, Michigan, USA','','',50.87645,3.95755
'768','Mr.','Fabrizio','','','De Rossi','','0','','20','Treviso, Veneto, Italy','Third','1','Survived','Southampton','New York City, New York, USA','','',45.66631,12.24204
'769','Master','Bertram','Vere','','Dean','','0','','1','Bartley Farm, Hampshire, England','Third','1','Survived','Southampton','Wichita, Kansas, USA','10','',51.75993,-1.347579
'770','Miss','Elizabeth','Gladys','Millvina','Dean','','0','','2mths','Bartley Farm, Hampshire, England','Third','1','Survived','Southampton','Wichita, Kansas, USA','10','',51.75993,-1.347579
'771','Mr.','Bertram','Frank','','Dean','','0','','25','Bartley Farm, Hampshire, England','Third','0','Died','Southampton','Wichita, Kansas, USA','','',51.75993,-1.347579
'772','Mrs.','Eva','Georgetta','','Dean','Light','0','','32','Bartley Farm, Hampshire, England','Third','1','Survived','Southampton','Wichita, Kansas, USA','9','',51.75993,-1.347579
'773','Mr.','Redjo','','','Delalic','','0','','25','Batîc, Bosnia','Third','0','Died','Southampton','Harrisburg, Pennsylvania, USA','','',43.920256,17.68908
'774','Mr.','Mitto','','','Denkoff','','0','','30','Unknown','Third','0','Died','Southampton','Coon Rapids, Iowa, USA','','',40.917992,-122.238831
'775','Mr.','Samuel','','','Dennis','','0','','22','Week St Mary, Cornwall, England','Third','0','Died','Southampton','Saskatoon, Saskatchewan, Canada','','',50.747501,-4.50023
'776','Mr.','William','','','Dennis','','0','','26','Week St Mary, Cornwall, England','Third','0','Died','Southampton','Saskatoon, Saskatchewan, Canada','','',50.747501,-4.50023
'777','Miss','Margaret','Delia','','Devaney','','0','','19','Kilmacowen, Sligo, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','C','',54.22913,-8.521862
'778','Mr.','Mirko','','','Dika','','0','','17','Podgori, Croatia','Third','0','Died','Southampton','Vancouver, British Columbia, Canada','','',43.243036,17.075857
'779','Mr.','Jovan','','','Dimic','','0','','42','Ostrovica, Croatia','Third','0','Died','Southampton','Red Lodge, Montana, USA','','',44.561161,15.45278
'780','Mr.','Valtcho','','','Dintcheff','','0','','43','Unknown','Third','0','Died','Southampton','Tulsa, Oklahoma, USA','','',40.917992,-122.238831
'781','Mr.','William','John','aka James Moran','Doherty','','0','','22','Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',51.89834,-8.472774
'782','Miss','Bridget','','','Donohoe','','0','','21','Cum, Mayo, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',54.035405,-9.324874
'783','Mr.','Patrick','','','Dooley','','0','','43','Patrickswell, Limerick, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.884369,-6.679261
'784','Mr.','Edward','Arthur','','Dorking','','0','','18','Liss, Hampshire, England','Third','1','Survived','Southampton','Oglesby, Illinois, USA','B','',51.04305,-0.892699
'785','Miss','Elizabeth','','','Dowdell','','0','','31','New York City, New York, USA','Third','1','Survived','Southampton','New York City, New York, USA','12','',40.71455,-74.007124
'786','Miss','Elizabeth','','','Doyle','','0','','24','Bree, Wexford, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.439129,-6.62272
'787','Mr.','Jozef','','','Drazenovic','','0','','33','Hrastelnica, Croatia','Third','0','Died','Cherbourg','New York City, New York, USA','','51MB',45.496811,16.41678
'788','Miss','Jennie','','','Dropkin','','0','','24','Mogilev, Belarus','Third','1','Survived','Southampton','New York City, New York, USA','12','',53.908298,30.34638
'789','Mr.','Joseph','Pierre','','Duquemin','','0','','19','Saint Sampson, Guernsey, Channel Islands','Third','1','Survived','Southampton','Albion, New York, USA','D','',49.48307,-2.51971
'790','Mr.','Frank','','','Dwan','','0','','65','Bunmahon, Waterford, Ireland','Third','0','Died','Queenstown','Morris Plains, New Jersey, USA','','',52.139568,-7.36955
'791','Mr.','Adolf','Fredrik','','Dyker','','0','','23','New Haven, Connecticut, USA','Third','0','Died','Southampton','New Haven, Connecticut, USA','','',41.30713,-72.924979
'792','Mrs.','Anna','Elisabeth Judith','','Dyker','Andersson','0','','22','New Haven, Connecticut, USA','Third','1','Survived','Southampton','New Haven, Connecticut, USA','15','',41.30713,-72.924979
'793','Mr.','Gustaf','Hjalmar','','Edvardsson','','0','','18','Tofta, Uppland, Sweden','Third','0','Died','Southampton','Joliet, Illinois, USA','','',63.315894,13.579799
'794','Mr.','Hans','Linus','','Eklund','','0','','16','Kårberg, Örebro, Sweden','Third','0','Died','Southampton','Jerome Junction, Arizona, USA','','',58.959061,14.95309
'795','Mr.','Johan','','','Ekström','','0','','45','Effington Rut, South Dakota, USA','Third','0','Died','Southampton','Effington Rut, South Dakota, USA','','',44.212561,-100.247063
'796','Mr.','Tannous','','','Elias Nasrallah','','0','','17','Kafr Mishki, Lebanon','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.513333,35.76549
'797','Mr.','Dibo','','','Elias','','0','','29','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','',40.917992,-122.238831
'798','Mr.','Joseph','','','Elias Jr.','','0','','15','Kafr Mishki, Lebanon','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.513333,35.76549
'799','Mr.','William','James','','Elsbury','','0','','47','Taunton, Somerset, England','Third','0','Died','Southampton','Gurnee, Illinois, USA','','',51.01049,-3.110699
'800','Miss','Virginia','Ethel','','Emanuel','','0','','5','New York City, New York, USA','Third','1','Survived','Southampton','New York City, New York, USA','12','',40.71455,-74.007124
'801','Mr.','Manuel','Gonçalves','','Estanislau','','0','','37','Calheta, Madeira, Portugal','Third','0','Died','Southampton','New York City, New York, USA','','',32.725521,-17.17358
'802','Mr.','Thomas','James','','Everett','','0','','39','Bristol, Avon, England','Third','0','Died','Southampton','Troy, New York, USA','','187MB',51.45373,-2.591564
'803','Mr.','Charles','','alias Charles Franklin','Fardon','','0','','38','Wellingborough, Northamptonshire, England','Third','0','Died','Cherbourg','','Canada"','',52.302421,-0.696296
'804','Mr.','James','','Jim','Farrell','','0','','25','Killoe, Longford, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','68MB',53.826092,-7.70312
'805','Mr.','Luigi','','','Finoli','','0','','34','Philadelphia, Pennsylvania, USA','Third','1','Survived','Southampton','Philadelphia, Pennsylvania, USA','14','',39.95228,-75.162454
'806','Mr.','Eberhard','Thelander','','Fischer','','0','','18','Skåne, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',59.431867,13.278005
'807','Miss','Honora','','Nora','Fleming','','0','','22','Mayo, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.84557,-7.089134
'808','Mr.','James','','','Flynn','','0','','28','Cuilkillew, Mayo, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',54.017801,-9.27732
'809','Mr.','John','','','Flynn','','0','','42','Clonbur, Galway, Ireland','Third','0','Died','Queenstown','Pittsburgh, Pennsylvania, USA','','',53.545319,-9.36218
'810','Mr.','Joseph','','','Foley','','0','','19','Broadford, Limerick, Ireland','Third','0','Died','Queenstown','Larchmont, New York, USA','','',52.345638,-8.97473
'811','Mr.','William','','','Foley','','0','','20','Donoughmore, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.413722,-7.732014
'812','Mr.','Choong','','','Foo','','0','','32','Hong Kong, China','Third','1','Survived','Southampton','New York City, New York, USA','C','',22.3581,114.138443
'813','Miss','Dollina','Margaret','','Ford','','0','','20','Rotherfield, East Sussex, England','Third','0','Died','Southampton','Essex County, New Jersey, USA','','',51.045151,0.22006
'814','Miss','Robina','Maggie','','Ford','','0','','7','Rotherfield, East Sussex, England','Third','0','Died','Southampton','Essex County, New Jersey, USA','','',51.045151,0.22006
'815','Mr.','Arthur','','','Ford','','0','','22','Bridgwater, Somerset, England','Third','0','Died','Southampton','Elmira, New York, USA','','',51.127555,-3.013824
'816','Mr.','Edward','Watson','','Ford','','0','','18','Rotherfield, East Sussex, England','Third','0','Died','Southampton','Essex County, New Jersey, USA','','',51.045151,0.22006
'817','Mr.','William','Neal Thomas','','Ford','','0','','16','Rotherfield, East Sussex, England','Third','0','Died','Southampton','Essex County, New Jersey, USA','','',51.045151,0.22006
'818','Mrs.','Margaret','Ann','','Ford','Watson','0','','48','Rotherfield, East Sussex, England','Third','0','Died','Southampton','Essex County, New Jersey, USA','','',51.045151,0.22006
'819','Mr.','Patrick','','','Fox','','0','','28','Mullingar, Westmeath, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.523625,-7.339362
'820','Mr.','Martin','','','Gallagher','','0','','29','Caltra, Galway, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.435551,-8.43909
'821','Mr.','John','','','Garfirth','','0','','21','Wollaston, Northamptonshire, England','Third','0','Died','Southampton','Kitchener, Ontario, Canada','','',52.256672,-0.66875
'822','Mrs.','Shawneene','','','George','Whabee Abi-Saab','0','','22','Youngstown, Ohio, USA','Third','1','Survived','Cherbourg','Youngstown, Ohio, USA','C','',41.0981,-80.650789
'823','Mr.','Assaf','','','Gerios Thamah','','0','','21','Kafr Mishki, Lebanon','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.513333,35.76549
'824','Mr.','Stanio','','','Gheorgheff','','0','','Unknown','Unknown','Third','0','Died','Cherbourg','Butte, Montana, USA','','',40.917992,-122.238831
'825','Mr.','Eliezer','','','Gilinski','','0','','22','Abercynon, Glamorgan, Wales','Third','0','Died','Southampton','Chicago, Illinois, USA','','47MB',51.650341,-3.33273
'826','Miss','Mary','Katherine','Katie','Gilnagh','','0','','17','Esker, Longford, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','16','',53.339049,-7.814014
'827','Miss','Mary','Agatha','','Glynn','','0','','19','Killaloe, Clare, Ireland','Third','1','Survived','Queenstown','Washington, D.C., USA','13','',52.806999,-8.43981
'828','Master','Frank','John William','','Goldsmith','','0','','9','Strood, Kent, England','Third','1','Survived','Southampton','Detroit, Michigan, USA','C','',51.39735,0.47714
'829','Mr.','Frank','John','','Goldsmith','','0','','33','Strood, Kent, England','Third','0','Died','Southampton','Detroit, Michigan, USA','','',51.39735,0.47714
'830','Mr.','Nathan','','','Goldsmith','','0','','41','Unknown','Third','0','Died','Southampton','Philadelphia, Pennsylvania, USA','','',40.917992,-122.238831
'831','Mrs.','Emily','Alice','','Goldsmith','Brown','0','','31','Strood, Kent, England','Third','1','Survived','Southampton','Detroit, Michigan, USA','C','',51.39735,0.47714
'832','Master','Harold','Victor','','Goodwin','','0','','9','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'833','Master','Sidney','Leslie','','Goodwin','','0','','1','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','4MB',51.477718,-0.20145
'834','Master','William','Frederick','','Goodwin','','0','','11','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'835','Miss','Jessie','Allis-Mary','','Goodwin','','0','','10','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'836','Miss','Lillian','Augusta','','Goodwin','','0','','16','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'837','Mr.','Charles','Edward','','Goodwin','','0','','14','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'838','Mr.','Frederick','Joseph','','Goodwin','','0','','42','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'839','Mrs.','Augusta','','','Goodwin','Tyler','0','','43','Fulham, England','Third','0','Died','Southampton','Niagara Falls, New York, USA','','',51.477718,-0.20145
'840','Mr.','George','Henry','','Green','','0','','40','Dorking, Surrey, England','Third','0','Died','Southampton','Lead, South Dakota, USA','','',51.23347,-0.328636
'841','Mr.','Daniel','Danielsen','','Grønnestad','','0','','32','Bokn, Norway','Third','0','Died','Southampton','Portland, North Dakota, USA','','',59.229842,5.44022
'842','Mr.','Robert','','','Guest','','0','','32','London, England','Third','0','Died','Southampton','Clinton, New York, USA','','',51.506325,-0.127144
'843','Mr.','Alfred','Ossian','','Gustafsson','','0','','19','Kokkola, Finland','Third','0','Died','Southampton','Waukegan, Illinois, USA','','',63.838455,23.13003
'844','Mr.','Anders','Vilhelm','','Gustafsson','','0','','37','Ruotsinpyhtää, Finland','Third','0','Died','Southampton','New York City, New York, USA','','98MB',60.525349,26.46266
'845','Mr.','Johan','Birger','','Gustafsson','','0','','28','Ruotsinpyhtää, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',60.525349,26.46266
'846','Mr.','Karl','Gideon','','Gustafsson','','0','','19','Myren, Sweden','Third','0','Died','Southampton','Aberdeen, South Dakota, USA','','',59.575931,13.984238
'847','Miss','Aloisia','','','Haas','','0','','24','Altdorf, Uri, Switzerland','Third','0','Died','Southampton','Chicago, Illinois, USA','','',46.88187,8.64347
'848','Mr.','Ingvald','Olai Olsen','','Hagland','','0','','28','Skaare, Stavanger, Norway','Third','0','Died','Southampton','Belmar, New Jersey, USA','','',58.970833,5.730794
'849','Mr.','Konrad','Mathias Reiersen','','Hagland','','0','','19','Skaare, Stavanger, Norway','Third','0','Died','Southampton','Belmar, New Jersey, USA','','',58.970833,5.730794
'850','Mrs.','Elin','Matilda','','Hakkarainen','','0','','24','Helsinki, Finland','Third','1','Survived','Southampton','Monessen, Pennsylvania, USA','14','',60.17116,24.93258
'851','Mr.','Léon','Jérome','','Hampe','','0','','19','Westrozebeke, Belgium','Third','0','Died','Southampton','Detroit, Michigan, USA','','',50.931808,3.01218
